material,Cr_frac,B_frac,Cl_frac,F_frac,O_frac,S_frac,X_frac,C_frac,N_frac,Hf_frac,Mn_frac,Mo_frac,Nb_frac,Sc_frac,Ti_frac,V_frac,Y_frac,Zr_frac,EN_mean,VEC,deltaG_H
HfYNCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.893333333333333,4.8,
HfYNF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.1666666666666665,4.8,
HfYNO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.9866666666666664,4.4,
HfYNS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.7,4.4,
HfYNX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.84,3.333333333,
HfZrBCl2,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.93,4.6,
HfZrBF2,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2033333333333336,4.6,
HfZrBO2,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.023333333333333,4.2,
HfZrBS2,0.0,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7366666666666666,4.2,
HfZrBX,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.8766666666666666,3.0,
HfZrCCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.93,4.8,
HfZrCF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2033333333333336,4.8,2.3025756
HfZrCO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.023333333333333,4.4,
HfZrCS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7366666666666666,4.4,
HfZrCX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.8766666666666666,3.333333333,
HfZrNCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.93,5.0,
HfZrNF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2033333333333336,5.0,
HfZrNO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.023333333333333,4.6,
HfZrNS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7366666666666666,4.6,
HfZrNX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.8766666666666666,3.666666667,
MnCrBCl2,0.2,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.123333333333333,5.599999999999999,1.3094037
MnCrBF2,0.2,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.396666666666667,5.599999999999999,
MnCrBO2,0.2,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.216666666666667,5.2,-1.1369103
MnCrBS2,0.2,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,5.2,0.43128079
MnCrBX,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,4.666666667,-3.62980715
MnCrCCl2,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.123333333333333,5.8,1.1939625
MnCrCF2,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.396666666666667,5.8,
MnCrCO2,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.216666666666667,5.400000000000001,-1.8919386
MnCrCS2,0.2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,5.400000000000001,-1.5210002
MnCrCX,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,5.0,-0.7836156
MnCrNCl2,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.123333333333333,6.0,2.2089554
MnCrNF2,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.396666666666667,6.0,
MnCrNO2,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.216666666666667,5.599999999999999,-1.2620486
MnCrNS2,0.2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,5.599999999999999,-0.16233973
MnCrNX,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,5.333333333,0.5176552
MnHfBCl2,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0033333333333334,5.2,1.6471188
MnHfBF2,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.276666666666667,5.2,
MnHfBO2,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0966666666666667,4.8,-0.9526589
MnHfBS2,0.0,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,4.8,0.21519093
MnHfBX,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,4.0,-0.49985053
MnHfCCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0033333333333334,5.400000000000001,
MnHfCF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.276666666666667,5.400000000000001,0.9535473
MnHfCO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0966666666666667,5.0,
MnHfCS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,5.0,
MnHfCX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,4.333333333,
MnHfNCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0033333333333334,5.599999999999999,
MnHfNF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.276666666666667,5.599999999999999,
MnHfNO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0966666666666667,5.2,
MnHfNS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,5.2,
MnHfNX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,4.666666667,
MnMnBCl2,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0866666666666664,5.8,1.3137366
MnMnBF2,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,5.8,
MnMnBO2,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,5.400000000000001,-1.3372893
MnMnBS2,0.0,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.893333333333333,5.400000000000001,-0.00665368
MnMnBX,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0333333333333334,5.0,-1.18964695
MnMnCCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0866666666666664,6.0,
MnMnCF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,6.0,
MnMnCO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,5.599999999999999,
MnMnCS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.893333333333333,5.599999999999999,
MnMnCX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0333333333333334,5.333333333,
MnMnNCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0866666666666664,6.2,1.3113952
MnMnNF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,6.2,
MnMnNO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,5.8,-1.0342701
MnMnNS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.893333333333333,5.8,-0.5938048
MnMnNX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0333333333333334,5.666666667,-1.19704257
MnMoBCl2,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0866666666666664,5.599999999999999,0.5889958
MnMoBF2,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.36,5.599999999999999,
MnMoBO2,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.18,5.2,-1.1618136
MnMoBS2,0.0,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.893333333333333,5.2,-0.04966273
MnMoBX,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0333333333333334,4.666666667,-2.49655092
MnMoCCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0866666666666664,5.8,
MnMoCF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.36,5.8,
MnMoCO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.18,5.400000000000001,
MnMoCS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.893333333333333,5.400000000000001,
MnMoCX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0333333333333334,5.0,
MnMoNCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0866666666666664,6.0,
MnMoNF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.36,6.0,2.2068882
MnMoNO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.18,5.599999999999999,
MnMoNS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.893333333333333,5.599999999999999,
MnMoNX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0333333333333334,5.333333333,
MnNbBCl2,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.103333333333333,5.400000000000001,
MnNbBF2,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.376666666666667,5.400000000000001,
MnNbBO2,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.1966666666666668,5.0,
MnNbBS2,0.0,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.91,5.0,
MnNbBX,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.05,4.333333333,
MnNbCCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.103333333333333,5.599999999999999,0.75543
MnNbCF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.376666666666667,5.599999999999999,
MnNbCO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.1966666666666668,5.2,-1.7905896
MnNbCS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.91,5.2,-0.10568667
MnNbCX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.05,4.666666667,-0.5290537
MnNbNCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.103333333333333,5.8,
MnNbNF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.376666666666667,5.8,
MnNbNO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.1966666666666668,5.400000000000001,
MnNbNS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.91,5.400000000000001,
MnNbNX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.05,5.0,
MnScBCl2,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.023333333333333,5.0,1.4414082
MnScBF2,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.296666666666667,5.0,
MnScBO2,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.1166666666666667,4.6,-2.0129045
MnScBS2,0.0,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.83,4.6,0.09898927
MnScBX,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.97,3.666666667,-2.65922002
MnScCCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.023333333333333,5.2,
MnScCF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.296666666666667,5.2,
MnScCO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.1166666666666667,4.8,
MnScCS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.83,4.8,
MnScCX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.97,4.0,
MnScNCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.023333333333333,5.400000000000001,
MnScNF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.296666666666667,5.400000000000001,
MnScNO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.1166666666666667,5.0,
MnScNS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.83,5.0,
MnScNX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.97,4.333333333,
MnTiBCl2,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.083333333333333,5.2,
MnTiBF2,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.356666666666667,5.2,1.0894269
MnTiBO2,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.1766666666666667,4.8,
MnTiBS2,0.0,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.89,4.8,
MnTiBX,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.03,4.0,
MnTiCCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.083333333333333,5.400000000000001,0.7801151
MnTiCF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.356666666666667,5.400000000000001,
MnTiCO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.1766666666666667,5.0,-0.1949139
MnTiCS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.89,5.0,0.05537681
MnTiCX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.03,4.333333333,-0.6115457
MnTiNCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.083333333333333,5.599999999999999,
MnTiNF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.356666666666667,5.599999999999999,2.4423101
MnTiNO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.1766666666666667,5.2,
MnTiNS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.89,5.2,
MnTiNX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.03,4.666666667,
MnVBCl2,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.1133333333333333,5.400000000000001,
MnVBF2,0.0,0.2,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.3866666666666667,5.400000000000001,
MnVBO2,0.0,0.2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.2066666666666666,5.0,
MnVBS2,0.0,0.2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.92,5.0,
MnVBX,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0599999999999998,4.333333333,
MnVCCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.1133333333333333,5.599999999999999,
MnVCF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.3866666666666667,5.599999999999999,0.9955129
MnVCO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.2066666666666666,5.2,
MnVCS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.92,5.2,
MnVCX,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0599999999999998,4.666666667,
MnVNCl2,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.1133333333333333,5.8,0.7087629
MnVNF2,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.3866666666666667,5.8,
MnVNO2,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.2066666666666666,5.400000000000001,-1.7998179
MnVNS2,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.92,5.400000000000001,0.46527448
